Code;Name;Role;OVA;POT;Championship;Country;Team;ID;Height;Weight;Foot;Role2;Role3;LChampionship;LC'ship Code;LTeam
WAL;Bale G.;AD;85;85;Spain Primera Division;Spain;Real Madrid;173731;185;82;Left;AS;ATT;;;
POL;Piszczek L.;TD;81;81;German 1. Bundesliga;Germany;Borussia Dortmund;173771;184;79;Right;;;;;
ESP;Adrián;ATT;76;76;Spain Primera Division;Spain;CA Osasuna;173818;183;73;Right;ES;;;;
GHA;Boateng K.;AT;79;79;Italian Serie A;Italy;Fiorentina;173909;185;86;Right;CC;;;;
CHI;Bravo C.;POR;77;77;English Premier League;England;Manchester City;174543;184;80;Right;;;;;
CHI;Fernández M.;CC;75;75;Colombian Liga Postobon;Colombia;Junior FC;174549;178;72;Right;COC;;;;
ECU;Caicedo F.;AT;78;78;Italian Serie A;Italy;Lazio;175254;183;82;Left;ATT;;;;
ESP;Pedro León;ED;80;80;Spain Primera Division;Spain;SD Eibar;175379;183;73;Right;;;;;
BEL;Odjidja-Ofoe V.;CC;77;77;Belgian Jupiler Pro League;Belgium;KAA Gent;175895;183;79;Right;CDC;COC;;;
BEL;Mertens D.;AT;87;87;Italian Serie A;Italy;Napoli;175943;169;61;Right;ATT;;;;
BEL;Kums S.;CC;75;75;Belgian Jupiler Pro League;Belgium;RSC Anderlecht;176009;175;73;Right;CDC;;;;
SVN;Birsa V.;COC;78;78;Italian Serie A;Italy;Cagliari;176104;184;81;Left;AD;;;;
USA;Altidore J.;ATT;76;76;USA Major League Soccer;Usa;Toronto FC;176237;183;79;Right;;;;;
BRA;Lucas Leiva;CDC;84;84;Italian Serie A;Italy;Lazio;176266;179;78;Right;;;;;
NZL;Reid W.;DC;76;76;English Premier League;England;West Ham United;176285;190;87;Right;;;;;
ARG;Piatti I.;AS;80;80;USA Major League Soccer;Usa;Montreal Impact;176376;180;76;Right;AT;ATT;;;
UKR;Chygrynskyi D.;DC;76;76;Super League Greece;Greece;AEK Athens;176483;189;85;Right;;;;;
COL;Ospina D.;POR;80;80;Italian Serie A;Italy;Napoli;176550;183;80;Right;;;;;
GHA;Ayew A.;ED;76;76;English League Championship;England_2;Swansea City;176571;176;72;Left;ATT;;;;
URU;Suárez L.;ATT;89;89;Spain Primera Division;Spain;FC Barcelona;176580;182;86;Right;;;;;
FRA;Gameiro K.;ATT;81;81;Spain Primera Division;Spain;Valencia CF;176600;172;70;Right;;;;;
GER;Özil M.;COC;84;84;English Premier League;England;Arsenal;176635;180;76;Left;AD;;;;
BRA;Marcelo;TS;85;85;Spain Primera Division;Spain;Real Madrid;176676;174;75;Left;;;;;
SWE;Wernbloom P.;CDC;77;77;Super League Greece;Greece;PAOK;176731;187;84;Right;;;;;
SWE;Berg M.;ATT;77;77;;;;176733;184;74;Right;AT;;;;
SWE;Toivonen O.;ATT;76;76;Australian Hyundai A-League;Australia;Melbourne Victory;176794;192;78;Right;COC;AT;;;
BRA;Mossoró;COC;76;76;Turkish Super Lig;Turkey;Medipol Basaksehir FK;176894;170;67;Right;;;;;
ARG;Fernández A.;CC;79;79;Chinese Super League;China;Beijing Renhe FC;176915;177;71;Right;CDC;;;;
ARG;Guzmán N.;POR;79;79;Mexican Liga MX;Mexico;Tigres U.A.N.L.;176919;193;94;Right;;;;;
CHI;Díaz M.;CDC;80;80;Argentina Primera Division;Argentina;Racing Club;176930;166;63;Right;CC;;;;
BEL;Fellaini M.;CC;76;76;Chinese Super League;China;Shandong Luneng TaiShan FC;176944;194;85;Right;ATT;;;;
FRA;Gurtner R.;POR;77;77;French Ligue 1;France;Amiens SC;176994;182;82;Right;;;;;
CRO;Modrić L.;CC;90;90;Spain Primera Division;Spain;Real Madrid;177003;172;66;Right;;;;;
SUI;Lustenberger F.;DC;76;76;Swiss Super League;Switzerland;BSC Young Boys;177019;180;73;Right;CDC;;;;
USA;Johnson F.;ES;76;76;German 1. Bundesliga;Germany;Borussia Mönchengladbach;177159;183;74;Right;TD;;;;
FRA;Valbuena M.;ES;80;80;Super League Greece;Greece;Olympiacos CFP;177326;165;63;Right;COC;;;;
FRA;Schneiderlin M.;CDC;77;77;English Premier League;England;Everton;177358;185;75;Right;CC;;;;
FRA;Payet D.;COC;81;81;French Ligue 1;France;Olympique de Marseille;177388;175;77;Right;AS;;;;
COD;Mbokani D.;ATT;78;78;Belgian Jupiler Pro League;Belgium;Royal Antwerp FC;177392;185;73;Right;;;;;
BEL;Witsel A.;CDC;85;85;German 1. Bundesliga;Germany;Borussia Dortmund;177413;186;81;Right;CC;;;;
GER;Bender L.;TD;80;80;German 1. Bundesliga;Germany;Bayer 04 Leverkusen;177457;185;81;Right;CDC;CC;;;
GER;Bender S.;DC;80;80;German 1. Bundesliga;Germany;Bayer 04 Leverkusen;177458;186;81;Right;CDC;;;;
MAR;Dirar N.;ED;75;75;Turkish Super Lig;Turkey;Fenerbahçe SK;177525;187;79;Right;TD;;;;
MAR;Manuel da Costa;DC;75;75;Saudi Abdul L. Jameel League;Arabia;Al Ittihad;177533;191;84;Right;;;;;
POR;Vieirinha;TS;76;76;Super League Greece;Greece;PAOK;177553;172;70;Right;ED;;;;
NED;De Guzmán J.;CC;76;76;German 1. Bundesliga;Germany;Eintracht Frankfurt;177569;173;70;Right;CDC;COC;;;
ESP;Beñat;CC;81;81;Spain Primera Division;Spain;Athletic Club de Bilbao;177600;177;76;Right;;;;;
ESP;Nacho Monreal;TS;79;79;English Premier League;England;Arsenal;177604;180;77;Left;DC;;;;
ESP;Javi Martínez;CDC;84;84;German 1. Bundesliga;Germany;FC Bayern München;177610;192;86;Right;DC;;;;
ESP;Ángel;ATT;79;79;Spain Primera Division;Spain;Getafe CF;177633;172;68;Right;;;;;
ESP;Kiko Casilla;POR;75;75;English League Championship;England_2;Leeds United;177644;190;86;Right;;;;;
AUT;Harnik M.;ATT;75;75;German 1. Bundesliga;Germany;SV Werder Bremen;177666;186;80;Right;ED;;;;
SUI;Sommer Y.;POR;84;84;German 1. Bundesliga;Germany;Borussia Mönchengladbach;177683;183;79;Right;;;;;
ESP;Fabricio;POR;76;76;English League Championship;England_2;Fulham;177723;184;80;Right;;;;;
SEN;Cissé P.;ATT;75;75;Turkish Super Lig;Turkey;Alanyaspor;177765;183;73;Right;;;;;
COL;Zapata C.;DC;78;78;Italian Serie A;Italy;Genoa;177983;186;78;Right;;;;;
POR;Rui Patrício;POR;83;83;English Premier League;England;Wolverhampton Wanderers;178005;190;84;Left;;;;;
POR;Miguel Veloso;CC;77;77;Italian Serie A;Italy;Hellas Verona;178007;180;79;Left;CDC;;;;
ESP;Granero;CC;79;79;Spain Primera Division;Spain;RCD Espanyol;178085;180;78;Right;ES;ED;;;
ESP;Adán;POR;81;81;Spain Primera Division;Spain;Atlético Madrid;178086;190;92;Left;;;;;
ESP;Juan Mata;COC;82;82;English Premier League;England;Manchester United;178088;170;63;Left;ED;;;;
NED;Biseswar D.;COC;76;76;Super League Greece;Greece;PAOK;178090;176;79;Right;ES;;;;
ITA;Okaka S.;ATT;75;75;English Premier League;England;Watford;178091;186;90;Right;;;;;
FRA;Mangani T.;CC;76;76;French Ligue 1;France;Angers SCO;178160;183;79;Left;;;;;
FRA;Capoue E.;CDC;80;80;English Premier League;England;Watford;178213;190;87;Right;CC;;;;
MEX;Hernández J.;ATT;78;78;English Premier League;England;West Ham United;178224;175;73;Right;;;;;
SEN;Diop P.;CDC;78;78;Spain Primera Division;Spain;SD Eibar;178250;179;77;Right;CC;;;;
NED;Donk R.;CDC;76;76;Turkish Super Lig;Turkey;Galatasaray SK;178255;192;80;Right;CC;DC;;;
ITA;Éder;ATT;79;79;Chinese Super League;China;Jiangsu Suning FC;178311;179;72;Right;;;;;
MEX;Layún M.;TD;77;77;Mexican Liga MX;Mexico;Monterrey;178322;178;71;Right;TS;ED;;;
NED;Vormer R.;CC;79;79;Belgian Jupiler Pro League;Belgium;Club Brugge KV;178415;178;79;Right;;;;;
NED;Lens J.;ED;77;77;Turkish Super Lig;Turkey;Besiktas JK;178416;178;75;Right;AD;;;;
POR;Antunes;TS;80;80;Spain Primera Division;Spain;Getafe CF;178424;176;70;Left;;;;;
FRA;Giroud O.;ATT;82;82;English Premier League;England;Chelsea;178509;193;92;Left;;;;;
BEL;Nainggolan R.;COC;83;83;Italian Serie A;Italy;Cagliari;178518;176;77;Right;CC;;Italian Serie A;Italy;Inter
ARG;Banega E.;CDC;83;83;Spain Primera Division;Spain;Sevilla FC;178562;174;71;Right;CC;COC;;;
GER;Hummels M.;DC;87;87;German 1. Bundesliga;Germany;Borussia Dortmund;178603;191;94;Right;;;;;
CPV;Varela;DC;77;77;Super League Greece;Greece;PAOK;178614;185;88;Right;;;;;
ESP;Sergio Asenjo;POR;82;83;Spain Primera Division;Spain;Villarreal CF;178750;189;87;Right;;;;;
FRA;Rémy L.;ATT;77;77;French Ligue 1;France;LOSC Lille;179527;185;82;Right;;;;;
NOR;Kamara O.;ATT;75;75;USA Major League Soccer;Usa;DC United;179551;184;71;Right;AS;;;;
SRB;Sulejmani M.;ES;78;78;Swiss Super League;Switzerland;BSC Young Boys;179560;179;73;Left;;;;;
ESP;Pablo Hernández;ED;76;76;English League Championship;England_2;Leeds United;179591;173;66;Right;CC;ES;;;
MAR;Taarabt A.;COC;75;75;Portuguese Liga ZON SAGRES;Portugal;SL Benfica;179605;185;75;Right;CC;ES;;;
DEN;Kjær S.;DC;82;82;Spain Primera Division;Spain;Sevilla FC;179645;191;84;Right;;;;;
PAR;Cardozo O.;ATT;75;75;;;;179752;193;87;Left;;;;;
GER;Fährmann R.;POR;80;80;English Premier League;England;Norwich City;179783;197;98;Right;;;German 1. Bundesliga;Germany;FC Schalke 04
GER;Höwedes B.;DC;81;81;Russian Premier League;Russia;Lokomotiv Moscow;179784;188;77;Right;TS;;;;
FRA;Da Silva D.;DC;78;78;French Ligue 1;France;Stade Rennais FC;179789;184;82;Right;;;;;
URU;Cavani E.;ATT;88;88;French Ligue 1;France;Paris Saint-Germain;179813;185;77;Right;;;;;
ESP;Diego Costa;ATT;83;83;Spain Primera Division;Spain;Atlético Madrid;179844;188;86;Right;;;;;
GER;Khedira S.;CC;83;83;Italian Serie A;Italy;Juventus;179846;189;90;Right;CDC;;;;
ARG;Fazio F.;DC;80;80;Italian Serie A;Italy;Roma;179847;195;85;Right;;;;;
SEN;N'Doye D.;ATT;75;75;Danish Superliga;Denmark;FC København;179875;186;81;Right;;;;;
BRA;David Luiz;DC;83;83;English Premier League;England;Arsenal;179944;189;86;Right;;;;;
GER;Kraft T.;POR;75;75;German 1. Bundesliga;Germany;Hertha BSC;179954;187;85;Right;;;;;
BIH;Pjanić M.;CC;86;86;Italian Serie A;Italy;Juventus;180206;178;72;Right;CDC;;;;
IRL;Coleman S.;TD;79;79;English Premier League;England;Everton;180216;177;77;Right;;;;;
KOR;Ki Sung Yueng;CC;76;76;English Premier League;England;Newcastle United;180283;189;75;Right;CDC;;;;
BRA;Marcelo;DC;78;78;French Ligue 1;France;Olympique Lyonnais;180334;191;85;Right;;;;;
BRA;Willian;AD;82;82;English Premier League;England;Chelsea;180403;175;78;Right;AS;;;;
NIR;Cathcart C.;DC;76;76;English Premier League;England;Watford;180706;190;83;Right;;;;;
RUS;Guilherme;POR;78;78;Russian Premier League;Russia;Lokomotiv Moscow;180714;195;95;Right;;;;;
ENG;Lallana A.;CC;79;79;English Premier League;England;Liverpool;180819;178;73;Right;;;;;
BIH;Džeko E.;ATT;84;84;Italian Serie A;Italy;Roma;180930;193;80;Right;;;;;
JPN;Hasebe M.;DC;80;80;German 1. Bundesliga;Germany;Eintracht Frankfurt;181098;180;72;Right;CDC;;;;
CZE;Suchý M.;DC;77;77;German 1. Bundesliga;Germany;FC Augsburg;181262;183;76;Right;;;;;
CZE;Dočkal B.;COC;76;76;Czech First League;Czech;Sparta Praha;181271;182;74;Right;CC;;;;
NED;Wijnaldum G.;CC;84;84;English Premier League;England;Liverpool;181291;175;69;Right;CDC;;;;
SWE;Ekdal A.;CC;76;76;Italian Serie A;Italy;Sampdoria;181318;186;82;Right;CDC;;;;
FRA;Vainqueur W.;CDC;75;75;French Ligue 1;France;Toulouse Football Club;181402;179;73;Right;;;Turkish Super Lig;Turkey;Antalyaspor
CRO;Perišić I.;ES;84;84;German 1. Bundesliga;Germany;FC Bayern München;181458;186;80;Right;;;Italian Serie A;Italy;Inter
AUS;Vukovic D.;POR;75;75;Belgian Jupiler Pro League;Belgium;KRC Genk;181481;188;96;Right;;;;;
UZB;Akhmedov O.;CC;75;75;Chinese Super League;China;Shanghai SIPG FC;181573;181;76;Right;CDC;;;;
CRO;Mandžukić M.;ATT;84;84;Italian Serie A;Italy;Juventus;181783;190;85;Right;AS;;;;
CRO;Ćorluka V.;DC;82;82;Russian Premier League;Russia;Lokomotiv Moscow;181786;192;84;Right;;;;;
MNE;Jovetić S.;ATT;78;78;French Ligue 1;France;AS Monaco;181820;183;79;Right;;;;;
CHI;Vidal A.;CC;84;84;Spain Primera Division;Spain;FC Barcelona;181872;180;75;Right;CDC;;;;
BRA;Sidnei;DC;80;80;Spain Primera Division;Spain;Real Betis;182002;185;80;Right;;;;;
MDA;Epureanu A.;DC;75;75;Turkish Super Lig;Turkey;Medipol Basaksehir FK;182133;189;85;Left;;;;;
ITA;Ranocchia A.;DC;75;75;Italian Serie A;Italy;Inter;182168;195;81;Right;;;;;
FRA;De Maio S.;DC;77;77;Italian Serie A;Italy;Udinese;182179;190;90;Right;;;;;
ENG;Stephens D.;CC;76;76;English Premier League;England;Brighton & Hove Albion;182184;185;78;Right;CDC;;;;
FRA;Modeste A.;ATT;79;79;German 1. Bundesliga;Germany;1. FC Köln;182212;187;84;Right;;;;;
URU;Godín D.;DC;88;88;Italian Serie A;Italy;Inter;182493;187;78;Right;;;;;
URU;Muslera F.;POR;81;81;Turkish Super Lig;Turkey;Galatasaray SK;182494;190;74;Right;;;;;
URU;Cáceres M.;DC;78;78;Italian Serie A;Italy;Lazio;182495;180;78;Right;TD;;;;
GER;Kroos T.;CC;88;88;Spain Primera Division;Spain;Real Madrid;182521;183;76;Right;;;;;
POR;Beto;POR;76;76;Turkish Super Lig;Turkey;Göztepe SK;182629;182;81;Right;;;;;
TUR;Tekdemir M.;DC;75;75;Turkish Super Lig;Turkey;Medipol Basaksehir FK;182670;178;68;Right;CDC;;;;
GRE;Holebas J.;TS;78;78;English Premier League;England;Watford;182744;185;81;Left;;;;;
ENG;Carroll A.;ATT;75;75;English Premier League;England;Newcastle United;182836;193;79;Left;;;;;
HUN;Dzsudzsák B.;ES;76;76;;;;182879;179;72;Left;ED;;;;
COL;Sánchez C.;CDC;75;75;English Premier League;England;West Ham United;182882;182;82;Right;DC;;;;
NOR;Nordtveit H.;DC;75;75;German 1. Bundesliga;Germany;TSG 1899 Hoffenheim;182888;188;83;Right;CDC;TD;;;
VEN;Rosales R.;TD;76;76;Spain Primera Division;Spain;CD Leganés;182896;174;70;Right;ADA;ED;;;
PAR;Aguilar P.;DC;77;77;Mexican Liga MX;Mexico;Cruz Azul;182941;180;80;Right;;;;;
CIV;Gradel M.;AS;79;79;French Ligue 1;France;Toulouse Football Club;182945;177;70;Right;ES;;;;
MAR;Amrabat N.;ED;78;78;Saudi Abdul L. Jameel League;Arabia;Al Nassr;183108;180;85;Right;ES;ATT;;;
ENG;Deeney T.;ATT;78;78;English Premier League;England;Watford;183125;183;90;Right;;;;;
IRL;Clark C.;DC;75;76;English Premier League;England;Newcastle United;183129;185;88;Left;;;;;
ENG;Albrighton M.;ED;76;76;English Premier League;England;Leicester City;183130;175;74;Right;ES;;;;
BEL;Hazard E.;AS;91;91;Spain Primera Division;Spain;Real Madrid;183277;175;74;Right;AT;;;;
FRA;Sakho M.;DC;79;80;English Premier League;England;Crystal Palace;183285;187;83;Left;;;;;
GER;Bartels F.;ED;75;75;German 1. Bundesliga;Germany;SV Werder Bremen;183332;176;69;Right;AT;ES;;;
SRB;Fejsa L.;CDC;78;78;Portuguese Liga ZON SAGRES;Portugal;SL Benfica;183376;184;80;Right;;;;;
CIV;Sio G.;ATT;77;77;Turkish Super Lig;Turkey;Gençlerbirliği SK;183389;180;80;Left;;;;;
FRA;Sissoko M.;CC;81;81;English Premier League;England;Tottenham Hotspur;183394;187;91;Right;CDC;;;;
GER;Schwaab D.;DC;78;78;Holland Eredivisie;Netherlands;PSV;183426;186;76;Right;;;;;
ENG;Delph F.;TS;77;77;English Premier League;England;Everton;183427;174;78;Left;CC;;;;
NOR;Grytebust S.;POR;75;75;Danish Superliga;Denmark;FC København;183475;185;82;Right;;;;;
GRE;Mitroglou K.;ATT;75;75;Turkish Super Lig;Turkey;Galatasaray SK;183483;188;86;Left;;;French Ligue 1;France;Olympique de Marseille
DEN;Jørgensen M.;DC;76;77;Turkish Super Lig;Turkey;Fenerbahçe SK;183491;191;85;Right;;;;;
GRE;Karnezis O.;POR;78;78;Italian Serie A;Italy;Napoli;183497;190;81;Right;;;;;
ITA;Parolo M.;CDC;81;81;Italian Serie A;Italy;Lazio;183498;184;75;Right;CC;;;;
ESP;Yuri Berchiche;TS;79;79;Spain Primera Division;Spain;Athletic Club de Bilbao;183512;180;80;Left;;;;;
ENG;Hogg J.;CDC;75;75;English League Championship;England_2;Huddersfield Town;183546;176;73;Right;CC;;;;
SRB;Subotić N.;DC;77;77;German 1. Bundesliga;Germany;1. FC Union Berlin;183556;193;85;Right;;;;;
GER;Langkamp S.;DC;75;75;German 1. Bundesliga;Germany;SV Werder Bremen;183568;191;85;Right;;;;;
CMR;Choupo-Moting E.;ATT;76;76;French Ligue 1;France;Paris Saint-Germain;183569;191;91;Right;AS;;;;
GER;Kruse M.;AT;83;83;Turkish Super Lig;Turkey;Fenerbahçe SK;183574;180;76;Left;ATT;COC;;;
GER;Petersen N.;ATT;78;78;German 1. Bundesliga;Germany;SC Freiburg;183580;188;82;Right;;;;;
ESP;Roberto;POR;77;77;English Premier League;England;West Ham United;183666;192;94;Right;;;;;
ENG;Henderson J.;CDC;83;83;English Premier League;England;Liverpool;183711;182;80;Right;CC;;;;
GER;Terodde S.;ATT;76;76;German 1. Bundesliga;Germany;1. FC Köln;183714;191;85;Right;;;;;
TOG;Dossevi M.;AD;77;77;French Ligue 1;France;Toulouse Football Club;183820;172;64;Right;ED;;;;
ITA;Ogbonna A.;DC;77;77;English Premier League;England;West Ham United;183855;191;86;Left;;;;;
ARG;Moralez M.;COC;76;76;USA Major League Soccer;Usa;New York City FC;183895;158;56;Right;CC;;;;
ARG;Di María A.;AD;86;86;French Ligue 1;France;Paris Saint-Germain;183898;180;69;Left;AS;;;;
ARG;Piatti P.;ES;78;78;Spain Primera Division;Spain;RCD Espanyol;183899;163;63;Left;ED;AS;;;
ARG;Perotti D.;AS;80;80;Italian Serie A;Italy;Roma;183900;179;70;Right;;;;;
GER;Boateng J.;DC;84;84;German 1. Bundesliga;Germany;FC Bayern München;183907;192;90;Right;;;;;
GUI;Traoré I.;ED;77;77;German 1. Bundesliga;Germany;Borussia Mönchengladbach;183909;171;61;Left;;;;;
ARG;Roncaglia F.;DC;76;76;Spain Primera Division;Spain;CA Osasuna;183966;179;76;Right;TD;;;;
ENG;Kelly M.;DC;75;76;English Premier League;England;Crystal Palace;184037;191;77;Right;TD;TS;;;
GER;Wagner S.;ATT;78;78;Chinese Super League;China;Tianjin TEDA FC;184069;194;92;Right;;;;;
CIV;Koné L.;DC;75;75;French Ligue 1;France;RC Strasbourg Alsace;184082;189;90;Right;;;English League One;England_3;Sunderland
BEL;Alderweireld T.;DC;87;87;English Premier League;England;Tottenham Hotspur;184087;186;81;Right;;;;;
MAR;Carcela-González M.;COC;77;77;Belgian Jupiler Pro League;Belgium;Standard de Liège;184089;176;67;Left;AD;AS;;;
BEL;Benteke C.;ATT;75;75;English Premier League;England;Crystal Palace;184111;190;83;Right;;;;;
ESP;Bruno;CC;78;78;Spain Primera Division;Spain;Villarreal CF;184120;184;73;Left;CDC;;;;
BRA;Fernando;CDC;81;81;Spain Primera Division;Spain;Sevilla FC;184134;183;76;Right;CC;;;;
ARG;Gaitán N.;COC;81;81;USA Major League Soccer;Usa;Chicago Fire;184144;173;66;Left;;;;;
BEL;Dewaest S.;DC;75;76;Belgian Jupiler Pro League;Belgium;KRC Genk;184183;188;88;Right;;;;;
FRA;Thomas R.;DC;75;75;French Ligue 1;France;Angers SCO;184190;193;84;Left;;;;;
AUT;Arnautović M.;ATT;82;82;Chinese Super League;China;Shanghai SIPG FC;184200;192;83;Right;;;;;
ARG;Pratto L.;ATT;80;80;Argentina Primera Division;Argentina;River Plate;184252;187;91;Right;;;;;
SEN;Sankharé Y.;CC;75;75;French Ligue 1;France;FC Girondins de Bordeaux;184271;184;80;Left;;;;;
ITA;Bonucci L.;DC;86;86;Italian Serie A;Italy;Juventus;184344;190;85;Right;;;;;
ITA;Darmian M.;TS;75;75;English Premier League;England;Manchester United;184392;182;70;Right;TD;;;;
ITA;Giovinco S.;AT;81;81;Saudi Abdul L. Jameel League;Arabia;Al Hilal;184431;163;61;Right;ATT;ED;;;
ESP;Azpilicueta;TD;84;84;English Premier League;England;Chelsea;184432;178;76;Right;DC;;;;
NED;van Wolfswinkel R.;ATT;75;75;Swiss Super League;Switzerland;FC Basel 1893;184457;185;70;Right;ED;;;;
GRE;Papadopoulos K.;DC;76;76;German 2. Bundesliga;Germany_2;Hamburger SV;184477;185;87;Right;;;;;
ISL;Sigurðsson G.;COC;83;83;English Premier League;England;Everton;184484;186;77;Right;;;;;
SUI;Lang M.;TD;76;76;German 1. Bundesliga;Germany;Borussia Mönchengladbach;184501;185;79;Right;ED;;;;
FRA;Alessandrini R.;ED;77;77;USA Major League Soccer;Usa;LA Galaxy;184575;173;70;Left;ES;AD;;;
ARG;Sánchez N.;DC;76;76;Mexican Liga MX;Mexico;Monterrey;184626;187;82;Right;;;;;
MEX;Montes L.;CC;75;75;Mexican Liga MX;Mexico;Club León;184703;166;68;Left;CDC;COC;;;
WAL;Allen J.;CC;75;75;English League Championship;England_2;Stoke City;184716;168;62;Right;CDC;;;;
ENG;Gosling D.;CC;75;75;English Premier League;England;Bournemouth;184749;183;79;Right;;;;;
HUN;Szalai A.;ATT;76;76;German 1. Bundesliga;Germany;TSG 1899 Hoffenheim;184789;193;90;Right;;;;;
POR;Adrien Silva;CC;78;78;English Premier League;England;Leicester City;184826;175;69;Right;CDC;;;;
BRA;Alan Kardec;ATT;77;77;Chinese Super League;China;Chongqing Dangdai Lifan FC SWM Team;184858;187;72;Right;AD;AS;;;
CIV;Traoré I.;DC;75;75;French Ligue 1;France;Angers SCO;184873;184;87;Right;;;;;
ALG;Feghouli S.;ED;80;80;Turkish Super Lig;Turkey;Galatasaray SK;184881;176;75;Right;AD;COC;;;
CHI;Sánchez A.;AS;82;82;English Premier League;England;Manchester United;184941;169;62;Right;ES;;;;
BRA;Giuliano;COC;82;82;Saudi Abdul L. Jameel League;Arabia;Al Nassr;184942;172;68;Right;;;;;
BRA;Mariano;TD;79;79;Turkish Super Lig;Turkey;Galatasaray SK;184949;177;69;Right;;;;;
BRA;Maurício;CDC;77;77;Super League Greece;Greece;PAOK;184999;180;78;Right;;;;;
ESP;José Callejón;ED;84;84;Italian Serie A;Italy;Napoli;185020;178;73;Right;AD;;;;
SRB;Kolarov A.;TS;82;82;Italian Serie A;Italy;Roma;185103;187;81;Left;;;;;
HUN;Gulácsi P.;POR;85;86;German 1. Bundesliga;Germany;RB Leipzig;185122;192;86;Right;;;;;
ESP;Mikel San José;CC;78;78;Spain Primera Division;Spain;Athletic Club de Bilbao;185132;187;79;Right;CDC;;;;
ITA;Poli A.;CC;77;77;Italian Serie A;Italy;Bologna;185174;182;77;Right;CDC;;;;
NGA;Ighalo O.;ATT;77;77;Chinese Super League;China;Shanghai Greenland Shenhua FC;185195;183;70;Right;;;;;
BRA;Luiz Gustavo;CDC;81;81;French Ligue 1;France;Olympique de Marseille;185221;187;78;Left;DC;;;;
TUR;Toprak O.;DC;79;79;German 1. Bundesliga;Germany;SV Werder Bremen;185239;186;83;Right;;;German 1. Bundesliga;Germany;Borussia Dortmund
BUL;Popov I.;COC;76;76;;;;185373;182;71;Right;ATT;;;;
NOR;King J.;AT;79;80;English Premier League;England;Bournemouth;185422;184;82;Right;ATT;;;;
CRO;Kalinić N.;ATT;79;79;Spain Primera Division;Spain;Atlético Madrid;185431;187;80;Right;;;;;
MEX;Cota R.;POR;75;75;Mexican Liga MX;Mexico;Club León;186098;183;86;Right;;;;;
ENG;Gibbs K.;TS;75;75;English League Championship;England_2;West Bromwich Albion;186115;179;70;Left;ASA;;;;
SVK;Stoch M.;ES;76;76;Super League Greece;Greece;PAOK;186119;167;60;Right;ED;COC;;;
ENG;Drinkwater D.;CC;77;77;English Premier League;England;Burnley;186132;177;81;Right;;;English Premier League;England;Chelsea
NIR;Norwood O.;CC;75;75;English Premier League;England;Sheffield United;186143;175;69;Right;;;;;
ENG;Welbeck D.;ATT;78;78;English Premier League;England;Watford;186146;185;73;Right;AS;;;;
GER;Zieler R.;POR;78;78;German 2. Bundesliga;Germany_2;Hannover 96;186148;188;81;Right;;;;;
